metric_id,timestamp,cloud_provider,service,environment,region_cloud,requests_count,latence_p95_ms,latence_p99_ms,error_rate_pct,uptime_pct,cpu_pct,ram_pct,cout_compute_usd,cout_storage_usd,cout_network_usd,nb_incidents,mttr_minutes,sla_respecte,mode_traitement,cout_total_usd
FIN-00627,2026-03-25 22:15,GCP,API Payment,dev,eu-central-1,47750.0,154.4,445.5,4.092,97.5006,65.13,24.32,62.33,27.11,18.76,0,37.9,False,asynchrone,108.2
FIN-00628,2026-06-12 10:45,GCP,Reconciliation Job,staging,westeurope,35401.0,107.8,474.2,0.293,98.3976,62.74,55.37,63.65,13.42,6.44,2,11.9,False,asynchrone,83.50999999999999
FIN-00629,2026-06-26 19:15,Azure,Notification Worker,staging,eu-west-1,87183.0,172.2,718.7,2.276,99.262,18.92,54.56,125.53,24.53,1.7,0,19.9,False,synchrone,151.76
FIN-00630,2026-01-20 15:00,Azure,API Payment,prod,francecentral,34346.0,93.8,283.4,6.643,99.2193,27.12,30.35,158.49,26.62,14.39,0,78.6,False,asynchrone,199.5
FIN-00631,2026-06-04 12:15,GCP,Notification Worker,prod,eu-central-1,19874.0,149.0,123.6,0.813,99.6706,16.77,24.35,121.68,22.74,19.3,0,36.9,True,batch,163.72000000000003
FIN-00632,2026-06-07 18:00,Azure,Reconciliation Job,staging,francecentral,22261.0,52.1,485.1,8.281,99.6617,95.57,31.14,66.02,33.47,13.91,0,40.6,False,batch,113.39999999999999
FIN-00633,2026-04-06 18:45,Azure,Auth Service,dev,francecentral,63219.0,262.9,148.9,1.093,98.4517,29.71,85.29,154.43,28.16,5.0,0,25.5,False,batch,187.59
FIN-00634,2026-01-23 15:45,AWS,Notification Worker,staging,eu-west-1,48677.0,268.2,317.7,5.347,99.0279,67.34,32.9,56.71,38.69,36.59,1,12.8,False,asynchrone,131.99
FIN-00635,2026-04-10 21:45,Azure,Ledger Service,staging,eu-west-1,78964.0,182.5,768.5,3.086,98.8661,53.03,88.83,121.91,11.43,12.74,1,12.0,False,streaming,146.08
FIN-00636,2026-02-12 12:00,AWS,Risk Engine,prod,eu-west-1,24709.0,9.7,490.2,2.233,98.4573,37.89,15.94,54.09,12.0,12.15,3,56.3,False,synchrone,78.24000000000001
FIN-00637,2026-03-19 19:00,GCP,Auth Service,staging,francecentral,59885.0,180.8,103.1,3.125,99.4682,15.85,82.76,92.41,25.5,11.41,1,25.6,False,asynchrone,129.32
FIN-00638,2026-02-06 13:30,Private Cloud,Auth Service,prod,eu-west-1,33599.0,168.0,980.9,1.069,99.5563,65.1,81.65,130.71,40.48,4.6,0,93.2,True,streaming,175.79
FIN-00639,2026-03-18 12:00,Private Cloud,Reconciliation Job,staging,eu-west-1,88851.0,383.7,151.7,7.977,98.8197,85.79,63.4,171.86,24.36,6.35,1,6.0,False,synchrone,202.57000000000002
FIN-00640,2026-03-09 09:30,GCP,Auth Service,dev,eu-central-1,85457.0,205.3,168.2,0.391,99.7408,32.79,88.06,66.43,26.61,3.87,0,17.0,True,synchrone,96.91000000000001
FIN-00641,2026-03-15 20:00,Azure,Notification Worker,staging,westeurope,41478.0,275.4,165.8,5.086,98.7135,45.33,27.47,106.22,55.95,20.33,0,27.7,False,asynchrone,182.5
FIN-00642,2026-06-20 21:30,Azure,Notification Worker,dev,francecentral,26518.0,573.9,575.4,5.182,96.8827,95.78,57.3,111.0,26.57,2.94,0,17.6,False,batch,140.51
FIN-00643,2026-06-10 19:30,Azure,Auth Service,staging,francecentral,14537.0,370.3,561.2,1.635,98.5139,62.53,,157.42,18.63,6.24,1,115.8,False,streaming,182.29
FIN-00644,2026-02-07 18:30,AWS,Auth Service,dev,westeurope,56252.0,232.8,292.1,2.694,99.6764,8.02,55.24,63.72,10.3,9.43,0,38.5,False,streaming,83.44999999999999
FIN-00645,2026-02-24 12:30,GCP,Reconciliation Job,dev,westeurope,40793.0,99.4,333.7,1.101,97.1898,87.65,68.64,50.66,56.11,35.71,0,108.7,False,batch,142.48
FIN-00646,2026-01-14 20:30,GCP,Risk Engine,dev,francecentral,38888.0,359.5,154.7,2.29,97.1511,50.18,69.56,165.63,19.78,25.88,0,25.4,False,streaming,211.29
FIN-00647,2026-01-22 08:45,AWS,Risk Engine,prod,eu-central-1,46593.0,151.4,338.8,2.041,96.9081,75.59,35.2,103.04,31.58,7.62,0,47.1,False,batch,142.24
FIN-00648,2026-03-23 11:45,Private Cloud,API Payment,staging,eu-central-1,53005.0,63.1,76.5,2.121,97.951,53.48,80.15,155.19,10.16,5.5,1,35.5,False,streaming,170.85
FIN-00649,2026-03-12 09:45,GCP,Ledger Service,staging,westeurope,73973.0,160.8,308.0,1.073,98.1649,91.08,76.48,101.07,17.88,5.21,0,29.9,False,asynchrone,124.15999999999998
FIN-00650,2026-05-18 20:15,Azure,Notification Worker,prod,eu-west-1,17113.0,413.8,344.2,2.202,98.828,39.32,82.91,79.77,30.97,7.66,0,69.5,False,asynchrone,118.39999999999999
FIN-00651,2026-01-28 22:45,AWS,Ledger Service,staging,eu-west-1,51276.0,213.7,495.2,1.002,99.021,53.75,73.94,185.91,7.35,10.24,1,9.8,False,batch,203.5
FIN-00652,2026-05-28 13:15,GCP,Notification Worker,prod,eu-central-1,78897.0,51.8,125.7,0.606,96.9623,17.68,82.38,144.53,1.78,32.68,0,47.1,False,asynchrone,178.99
FIN-00653,2026-02-16 16:45,Azure,Kafka Events,dev,eu-central-1,29317.0,434.8,277.6,1.89,98.2012,88.22,48.76,190.45,32.85,11.73,0,6.3,False,asynchrone,235.02999999999997
FIN-00654,2026-05-05 10:15,GCP,Reconciliation Job,prod,westeurope,43244.0,161.4,442.2,2.856,99.9485,93.99,24.03,117.62,26.23,13.53,0,28.3,False,batch,157.38
FIN-00655,2026-02-22 09:30,Private Cloud,Notification Worker,staging,eu-central-1,68808.0,200.1,402.4,9.004,98.1501,8.07,21.25,130.15,22.96,20.64,0,12.5,False,streaming,173.75
FIN-00656,2026-02-10 17:45,Private Cloud,Reconciliation Job,dev,westeurope,60811.0,394.0,271.4,2.115,99.0135,52.61,29.43,123.98,12.87,11.07,0,54.5,False,asynchrone,147.92
FIN-00657,2026-03-27 07:45,Azure,Ledger Service,staging,eu-west-1,88109.0,80.5,403.5,2.714,99.264,46.67,57.73,130.0,2.5,16.55,0,54.5,False,batch,149.05
FIN-00658,2026-06-12 18:45,Azure,Reconciliation Job,prod,westeurope,81172.0,502.3,253.5,3.651,97.1762,83.17,63.13,108.78,21.99,19.29,0,24.6,False,synchrone,150.06
FIN-00659,2026-03-24 15:30,Azure,Notification Worker,staging,westeurope,52122.0,225.1,300.5,0.821,98.634,22.0,25.45,126.09,16.45,14.16,0,34.6,False,batch,156.7
FIN-00660,2026-05-18 19:00,Azure,Risk Engine,prod,eu-central-1,50710.0,105.6,463.4,2.351,97.8098,51.24,40.19,44.94,8.68,18.77,0,24.7,False,synchrone,72.39
FIN-00661,2026-02-11 21:00,GCP,API Payment,prod,westeurope,30958.0,133.7,218.0,0.366,99.1208,80.82,57.11,110.76,14.85,4.51,0,51.3,False,batch,130.12
FIN-00662,2026-01-07 07:15,AWS,Ledger Service,staging,francecentral,40339.0,133.4,167.9,5.266,97.5589,9.91,31.05,88.23,25.05,18.17,1,53.0,False,asynchrone,131.45
FIN-00663,2026-01-05 06:15,Azure,Risk Engine,dev,francecentral,41628.0,340.7,328.4,1.372,98.1315,21.41,81.49,88.51,12.73,9.75,0,54.7,False,asynchrone,110.99000000000001
FIN-00664,2026-01-09 07:30,AWS,Auth Service,dev,westeurope,55962.0,141.8,301.4,7.058,98.1222,77.82,51.97,56.99,13.05,23.52,1,22.5,False,streaming,93.56
FIN-00665,2026-06-15 15:15,Private Cloud,Notification Worker,prod,westeurope,9720.0,252.7,325.5,10.336,98.0676,85.37,35.8,213.27,19.53,19.4,1,11.2,False,streaming,252.20000000000002
FIN-00666,2026-03-09 14:00,GCP,Ledger Service,staging,eu-west-1,84155.0,265.6,508.6,1.823,97.1606,51.2,45.58,167.57,32.18,1.3,0,49.5,False,synchrone,201.05
FIN-00667,2026-06-25 22:30,Private Cloud,Ledger Service,staging,eu-west-1,20691.0,414.8,167.5,7.508,96.904,44.92,88.89,79.85,24.8,17.37,0,25.7,False,synchrone,122.02
FIN-00668,2026-03-06 09:30,GCP,Ledger Service,prod,francecentral,72897.0,200.6,623.8,1.711,97.1355,65.4,15.3,52.15,66.34,5.29,0,10.8,False,asynchrone,123.78000000000002
FIN-00669,2026-02-22 08:15,AWS,Kafka Events,staging,eu-west-1,80925.0,269.5,315.1,3.395,97.8432,90.43,47.2,54.44,22.78,5.82,1,28.6,False,streaming,83.03999999999999
FIN-00670,2026-01-24 15:45,Private Cloud,Notification Worker,prod,eu-west-1,13093.0,355.4,305.2,0.829,98.4558,12.05,34.06,121.44,8.38,8.37,2,2.5,False,batch,138.19
FIN-00671,2026-03-29 06:00,AWS,Auth Service,staging,eu-west-1,23628.0,318.2,282.3,2.308,99.9807,59.32,91.85,,8.82,12.54,1,14.9,False,streaming,123.5
FIN-00672,2026-04-14 10:15,Private Cloud,Kafka Events,prod,eu-west-1,37184.0,273.9,318.0,2.156,97.843,84.11,19.74,102.04,21.0,1.9,0,24.5,False,synchrone,124.94000000000001
FIN-00673,2026-06-28 22:15,GCP,Notification Worker,prod,eu-west-1,65281.0,315.8,325.3,4.286,97.6052,75.07,32.34,110.17,45.63,5.7,0,43.1,False,streaming,161.5
FIN-00674,2026-03-25 22:00,GCP,Reconciliation Job,staging,eu-central-1,8174.0,143.8,693.5,4.655,98.9291,87.86,91.38,98.61,16.29,13.81,0,58.6,False,streaming,128.71
FIN-00675,2026-03-09 12:00,Azure,Kafka Events,prod,westeurope,72809.0,212.2,269.2,1.146,98.4829,18.83,43.53,92.27,51.07,11.9,0,39.5,False,synchrone,155.24
FIN-00676,2026-05-16 07:00,Private Cloud,API Payment,dev,eu-west-1,31240.0,231.9,223.6,2.292,99.7495,41.44,64.05,106.55,35.08,36.08,1,24.4,False,asynchrone,177.70999999999998
FIN-00677,2026-03-06 15:00,GCP,Notification Worker,dev,francecentral,24968.0,404.4,277.4,5.653,98.3891,45.16,63.45,97.58,9.61,8.14,0,12.5,False,synchrone,115.33
FIN-00678,2026-02-27 20:15,Private Cloud,Kafka Events,prod,westeurope,18473.0,126.3,160.9,2.368,99.6756,10.33,45.52,95.53,15.4,6.84,1,12.0,False,asynchrone,117.77000000000001
FIN-00679,2026-01-26 07:15,GCP,Reconciliation Job,staging,westeurope,50815.0,146.0,317.9,1.545,98.3655,32.98,89.36,106.9,73.7,5.78,0,24.7,False,batch,186.38000000000002
FIN-00680,2026-03-03 09:30,Private Cloud,API Payment,prod,eu-west-1,2020.0,175.2,108.0,9.298,98.2897,16.13,32.32,258.39,25.19,29.27,0,31.5,False,synchrone,312.84999999999997
FIN-00681,2026-02-25 06:15,GCP,Notification Worker,staging,francecentral,12444.0,249.3,489.8,0.991,99.1728,69.48,54.22,123.69,38.45,11.19,0,49.5,False,synchrone,173.32999999999998
FIN-00682,2026-04-29 21:45,GCP,Reconciliation Job,prod,westeurope,57731.0,193.5,279.8,2.797,96.9314,93.9,90.59,206.05,14.17,12.65,2,73.4,False,batch,232.87
FIN-00683,2026-02-19 17:15,GCP,Notification Worker,prod,westeurope,32575.0,63.5,506.7,0.999,97.3687,15.3,63.67,149.94,15.84,12.14,1,20.3,False,batch,177.92000000000002
FIN-00684,2026-03-04 11:15,AWS,Risk Engine,dev,eu-central-1,74643.0,119.7,374.4,9.232,97.4455,41.15,55.77,147.3,31.12,11.46,1,14.5,False,asynchrone,189.88000000000002
FIN-00685,2026-02-09 10:00,GCP,API Payment,staging,westeurope,86162.0,33.1,912.0,4.231,97.8886,69.08,63.65,76.92,5.0,5.54,0,14.0,False,streaming,87.46000000000001
FIN-00686,2026-01-24 17:00,Azure,Notification Worker,prod,francecentral,37522.0,184.8,313.6,0.699,97.1196,68.77,32.73,107.19,35.29,11.29,0,67.1,False,asynchrone,153.76999999999998
FIN-00687,2026-01-14 14:00,AWS,Notification Worker,prod,eu-west-1,1234.0,354.0,281.9,1.747,99.043,33.58,47.15,141.05,18.3,4.81,0,26.8,False,synchrone,164.16000000000003
FIN-00688,2026-01-31 22:30,Private Cloud,Ledger Service,prod,westeurope,82109.0,103.2,369.8,1.997,98.1874,68.08,28.52,88.45,14.69,12.89,0,99.4,False,synchrone,116.03
FIN-00689,2026-01-27 18:00,GCP,Kafka Events,prod,francecentral,65884.0,262.9,379.6,2.933,97.2621,14.18,45.83,66.08,26.69,20.94,1,27.1,False,asynchrone,113.71
FIN-00690,2026-01-02 11:30,Private Cloud,Ledger Service,staging,westeurope,1053.0,227.3,352.2,0.574,99.0337,39.26,37.02,86.78,8.02,2.02,0,29.8,False,streaming,96.82
FIN-00691,2026-05-06 22:15,GCP,Reconciliation Job,staging,francecentral,16802.0,138.2,527.5,0.744,97.1681,73.44,20.44,91.79,31.43,11.57,1,48.2,False,synchrone,134.79
FIN-00692,2026-04-07 21:15,GCP,API Payment,staging,eu-central-1,69625.0,231.0,155.7,2.628,99.285,95.16,82.0,113.72,4.05,7.32,0,62.1,False,streaming,125.09
FIN-00693,2026-06-08 06:45,AWS,Risk Engine,staging,eu-central-1,70694.0,192.8,361.1,3.476,97.1886,44.51,69.0,51.6,50.86,6.09,2,5.9,False,synchrone,108.55000000000001
FIN-00694,2026-06-23 06:15,GCP,Risk Engine,dev,francecentral,52428.0,303.2,82.3,2.635,96.8455,48.9,71.63,128.99,8.4,11.84,1,78.6,False,synchrone,149.23000000000002
FIN-00695,2026-06-06 09:45,Azure,Ledger Service,dev,westeurope,43411.0,,656.9,,99.7245,52.73,64.19,88.19,20.19,25.99,0,17.6,True,synchrone,134.37
FIN-00696,2026-03-25 15:45,AWS,Reconciliation Job,staging,westeurope,7131.0,355.9,299.2,1.005,99.862,53.36,60.1,66.47,9.32,34.2,0,39.8,True,streaming,109.99
FIN-00697,2026-02-09 20:30,Private Cloud,Reconciliation Job,dev,westeurope,51423.0,97.4,224.6,5.761,97.2616,8.17,19.88,60.39,23.76,3.54,0,24.1,False,asynchrone,87.69000000000001
FIN-00698,2026-03-01 06:15,AWS,Ledger Service,dev,westeurope,12502.0,256.5,268.3,1.754,98.8878,38.61,23.25,98.71,3.97,5.43,0,21.7,False,asynchrone,108.10999999999999
FIN-00699,2026-03-31 17:00,Azure,Risk Engine,prod,westeurope,33274.0,377.7,283.0,7.281,99.9978,88.35,48.16,190.74,12.33,21.86,0,40.9,False,streaming,224.93
FIN-00700,2026-03-15 21:15,AWS,Kafka Events,staging,francecentral,54284.0,248.9,267.2,1.981,99.3439,91.35,78.87,111.75,31.23,38.17,0,28.5,False,streaming,181.14999999999998
FIN-00701,2026-03-11 11:15,AWS,Kafka Events,prod,eu-central-1,68995.0,223.7,133.2,1.929,98.7098,36.38,20.12,89.44,19.91,29.56,0,44.2,False,streaming,138.91
FIN-00702,2026-05-02 13:30,Private Cloud,Auth Service,prod,eu-central-1,74004.0,100.9,415.6,7.243,99.11,30.43,24.89,77.76,18.04,10.76,0,82.8,False,synchrone,106.56000000000002
FIN-00703,2026-03-12 13:45,Private Cloud,API Payment,prod,eu-central-1,69995.0,112.7,250.1,1.523,97.846,58.0,21.4,143.9,19.15,6.48,0,30.5,False,batch,169.53
FIN-00704,2026-05-17 17:45,AWS,API Payment,prod,eu-west-1,38217.0,175.3,236.2,2.484,99.7867,82.49,38.85,102.6,21.92,6.09,1,29.1,False,synchrone,130.60999999999999
FIN-00705,2026-03-24 06:30,GCP,Reconciliation Job,prod,eu-central-1,7459.0,239.7,258.4,0.335,97.049,15.35,46.84,62.18,47.86,10.28,0,33.9,False,streaming,120.32
FIN-00706,2026-04-14 06:15,AWS,Risk Engine,staging,francecentral,68569.0,303.8,211.1,2.407,98.5165,29.68,31.31,84.87,18.56,16.13,0,58.4,False,streaming,119.56
FIN-00707,2026-01-03 07:45,Azure,Reconciliation Job,staging,francecentral,2454.0,203.7,178.1,4.697,98.3621,75.36,41.3,51.77,58.41,10.72,1,57.6,False,batch,120.9
FIN-00708,2026-06-18 17:15,GCP,Risk Engine,staging,westeurope,5986.0,232.6,1057.2,0.281,98.8804,64.51,21.46,73.81,25.39,5.31,1,18.0,False,asynchrone,104.51
FIN-00709,2026-05-06 14:00,Azure,Notification Worker,prod,eu-central-1,52355.0,256.6,154.8,5.965,99.4506,31.24,44.47,98.72,25.52,41.65,0,68.8,False,streaming,165.89
FIN-00710,2026-03-26 09:00,GCP,Risk Engine,dev,eu-west-1,66911.0,339.3,202.1,4.367,98.4644,34.95,32.13,82.96,28.13,15.56,1,30.9,False,batch,126.64999999999999
FIN-00711,2026-06-16 12:00,GCP,API Payment,staging,eu-west-1,30259.0,424.7,374.8,5.155,98.6548,51.82,38.94,151.55,13.68,22.36,0,8.8,False,synchrone,187.59000000000003
FIN-00712,2026-06-05 12:30,GCP,Ledger Service,dev,francecentral,21761.0,142.4,331.7,1.681,97.4668,19.71,77.43,121.07,12.6,14.83,1,12.4,False,batch,148.5
FIN-00713,2026-01-31 07:30,Azure,API Payment,dev,westeurope,47949.0,430.6,430.0,3.018,98.6446,70.25,45.39,93.45,23.65,9.89,0,43.2,False,batch,126.99
FIN-00714,2026-05-14 12:00,GCP,Reconciliation Job,staging,eu-central-1,55464.0,133.9,523.1,4.044,99.2633,17.96,36.21,62.65,60.57,8.23,1,65.1,False,streaming,131.45
FIN-00715,2026-06-14 21:45,GCP,Auth Service,dev,eu-west-1,1384.0,163.3,410.5,1.885,99.2937,67.94,15.36,67.92,43.26,32.03,0,38.1,False,synchrone,143.21
FIN-00716,2026-03-08 21:15,AWS,Reconciliation Job,dev,westeurope,17375.0,566.9,33.7,2.89,96.891,24.4,54.9,119.62,21.62,38.85,0,16.2,False,asynchrone,180.09
FIN-00717,2026-03-12 08:30,Azure,Reconciliation Job,dev,francecentral,82847.0,115.5,581.8,5.666,98.081,23.47,51.84,176.11,14.45,19.79,2,53.7,False,streaming,210.35
FIN-00718,2026-06-03 14:00,Azure,API Payment,dev,eu-central-1,2560.0,133.6,340.8,2.021,99.5725,45.95,89.05,129.09,18.34,19.07,1,26.1,False,batch,166.5
FIN-00719,2026-03-09 22:00,AWS,Kafka Events,staging,eu-central-1,25510.0,271.9,150.5,0.552,97.8319,62.97,90.54,90.74,23.31,69.79,0,39.7,False,synchrone,183.84
FIN-00720,2026-06-04 17:30,Azure,Kafka Events,dev,eu-west-1,19164.0,,474.6,2.115,97.8595,42.1,81.37,87.59,49.7,18.81,0,11.3,False,asynchrone,156.10000000000002
FIN-00721,2026-01-03 21:45,AWS,Ledger Service,prod,francecentral,79285.0,127.1,210.6,0.717,97.4201,65.72,25.77,23.08,27.45,11.97,1,61.3,False,asynchrone,62.5
FIN-00722,2026-02-28 20:15,Private Cloud,Risk Engine,dev,eu-central-1,28796.0,257.3,25.2,0.712,98.9274,36.16,28.36,225.69,44.65,18.75,0,23.3,False,asynchrone,289.09
FIN-00723,2026-01-10 15:15,Private Cloud,Risk Engine,prod,westeurope,11929.0,77.0,192.0,3.689,98.7098,22.44,33.73,102.53,22.52,3.78,0,37.4,False,synchrone,128.82999999999998
FIN-00724,2026-01-02 09:30,AWS,Reconciliation Job,staging,francecentral,67111.0,111.4,1458.1,5.939,99.1056,45.25,86.24,154.84,9.58,18.51,0,18.0,False,synchrone,182.93
FIN-00725,2026-05-06 10:00,Azure,Ledger Service,dev,francecentral,17926.0,101.1,634.4,,99.19,23.69,21.76,26.2,31.78,8.28,0,38.1,False,synchrone,66.26
FIN-00726,2026-01-30 13:15,AWS,Risk Engine,staging,westeurope,57435.0,251.4,319.0,3.836,99.2218,91.01,43.12,125.67,55.65,10.07,0,35.6,False,synchrone,191.39
FIN-00727,2026-04-24 17:30,Private Cloud,Reconciliation Job,prod,francecentral,32672.0,262.5,244.7,3.301,99.8585,34.22,90.55,64.44,24.15,5.16,1,39.3,False,streaming,93.75
FIN-00728,2026-03-03 09:15,Private Cloud,Kafka Events,staging,eu-west-1,56593.0,140.9,286.4,2.728,98.4833,,21.22,56.17,19.48,3.54,0,17.4,False,streaming,79.19000000000001
FIN-00729,2026-03-02 13:15,Azure,Ledger Service,staging,francecentral,13488.0,213.1,293.1,7.879,99.8325,60.67,19.6,86.12,8.68,11.35,1,35.5,False,asynchrone,106.15
FIN-00730,2026-03-16 07:00,Private Cloud,API Payment,prod,westeurope,1132.0,265.4,684.1,,97.4581,49.96,65.59,165.68,40.11,24.35,0,15.2,False,synchrone,230.14000000000001
FIN-00731,2026-01-22 19:15,AWS,Notification Worker,dev,eu-west-1,27249.0,445.3,193.2,1.406,99.9488,81.81,17.51,131.48,39.0,19.81,1,33.9,True,asynchrone,190.29
FIN-00732,2026-03-16 22:00,AWS,Kafka Events,dev,eu-west-1,34166.0,637.3,85.0,3.762,98.4261,23.12,16.34,101.96,42.27,28.03,0,28.5,False,synchrone,172.26
FIN-00733,2026-06-06 21:45,GCP,Risk Engine,dev,eu-central-1,28294.0,206.8,520.0,1.084,98.2234,73.5,66.54,,39.07,1.86,1,12.2,False,batch,234.95000000000002
FIN-00734,2026-04-27 21:15,Private Cloud,Reconciliation Job,dev,francecentral,78083.0,371.4,305.0,1.513,99.7132,44.0,38.91,96.1,28.18,4.96,0,20.6,False,streaming,129.24
FIN-00735,2026-03-28 09:30,Azure,API Payment,dev,eu-central-1,80784.0,234.6,520.6,2.938,96.8635,91.11,52.51,183.15,14.53,7.77,0,51.7,False,batch,205.45000000000002
FIN-00736,2026-03-14 21:45,GCP,Ledger Service,prod,westeurope,46681.0,176.6,248.1,0.938,97.7008,76.17,16.75,200.73,16.65,3.41,0,27.5,False,asynchrone,220.79
FIN-00737,2026-03-17 18:00,Azure,Auth Service,prod,eu-central-1,85378.0,159.4,525.8,1.172,97.7616,61.83,66.47,61.04,14.37,3.55,0,30.1,False,streaming,78.96
FIN-00738,2026-03-19 10:00,GCP,Reconciliation Job,dev,eu-west-1,80505.0,123.8,101.8,2.234,99.4525,13.52,48.21,19.1,12.51,14.68,0,14.4,False,synchrone,46.29
FIN-00739,2026-03-06 15:15,Private Cloud,API Payment,prod,westeurope,41276.0,609.7,226.3,2.527,97.0203,45.52,17.83,113.62,11.96,6.88,0,101.0,False,asynchrone,132.46
FIN-00740,2026-01-13 11:30,AWS,Reconciliation Job,prod,eu-central-1,86789.0,171.2,173.9,2.556,98.9281,28.98,74.34,162.46,27.38,11.62,0,24.2,False,asynchrone,201.46
FIN-00741,2026-01-17 11:00,GCP,Reconciliation Job,prod,westeurope,48736.0,51.8,515.4,6.588,97.3142,79.98,79.0,44.22,50.01,9.34,0,39.1,False,batch,103.57
FIN-00742,2026-01-22 18:30,Azure,Ledger Service,dev,eu-west-1,54348.0,95.3,234.1,1.808,97.708,61.65,47.65,122.49,36.21,7.2,0,37.8,False,synchrone,165.89999999999998
FIN-00743,2026-06-23 18:45,GCP,Reconciliation Job,dev,eu-west-1,1888.0,234.9,247.5,2.011,99.7864,19.81,92.58,186.43,17.8,24.48,0,73.3,False,streaming,228.71
FIN-00744,2026-04-10 12:30,Azure,Risk Engine,dev,westeurope,68558.0,207.3,483.3,0.261,96.8973,59.8,32.81,145.6,9.29,31.72,0,50.4,False,batch,186.60999999999999
FIN-00745,2026-01-19 19:15,Azure,API Payment,staging,eu-central-1,83422.0,,444.7,1.41,97.8225,70.72,48.83,90.89,12.47,16.61,0,127.1,False,synchrone,119.97
FIN-00746,2026-01-04 22:45,GCP,Reconciliation Job,staging,eu-central-1,49089.0,241.8,202.2,1.556,98.167,35.08,42.1,89.76,7.69,8.88,0,44.8,False,synchrone,106.33
FIN-00747,2026-05-14 16:45,GCP,API Payment,prod,westeurope,83334.0,323.7,237.7,2.133,97.1673,25.68,63.41,92.68,23.78,12.47,0,19.4,False,streaming,128.93
FIN-00748,2026-03-10 08:15,Private Cloud,Kafka Events,staging,francecentral,72074.0,133.4,236.7,8.4,96.8013,38.45,17.16,160.26,11.42,5.75,0,51.8,False,synchrone,177.42999999999998
FIN-00749,2026-03-23 14:00,AWS,Auth Service,dev,westeurope,44209.0,48.7,368.0,1.675,99.2955,59.25,88.22,293.1,15.34,37.25,0,70.0,False,streaming,345.69
FIN-00750,2026-05-21 18:30,Azure,Ledger Service,staging,eu-central-1,47196.0,237.8,774.5,0.791,99.5577,44.8,69.2,66.25,34.55,13.5,0,6.5,True,batch,114.3
FIN-00751,2026-03-14 20:00,GCP,Notification Worker,staging,westeurope,70269.0,63.2,841.3,4.585,96.8768,41.01,86.13,101.41,44.95,16.4,0,29.5,False,batch,162.76000000000002
FIN-00752,2026-04-18 20:15,Private Cloud,Notification Worker,prod,westeurope,66068.0,290.7,508.2,1.505,97.703,44.21,41.03,121.86,12.05,21.74,0,10.2,False,asynchrone,155.65
FIN-00753,2026-05-06 18:15,Azure,Reconciliation Job,prod,eu-west-1,80208.0,464.7,204.7,2.196,97.2116,81.73,69.61,72.81,23.15,5.96,0,27.7,False,streaming,101.92
FIN-00754,2026-01-29 19:30,AWS,Ledger Service,staging,westeurope,30968.0,243.9,746.5,1.604,96.9113,24.92,52.91,65.65,29.22,11.21,0,26.1,False,synchrone,106.08000000000001
FIN-00755,2026-03-19 12:00,Azure,API Payment,staging,francecentral,33111.0,298.3,320.1,0.05,99.669,81.77,60.56,65.63,33.4,9.91,0,31.5,True,batch,108.94
FIN-00756,2026-05-18 06:45,AWS,Risk Engine,dev,eu-west-1,86063.0,350.4,372.9,0.293,99.3076,51.1,77.99,97.93,14.16,26.89,0,55.6,False,synchrone,138.98000000000002
FIN-00757,2026-01-28 06:30,AWS,Kafka Events,dev,westeurope,34121.0,145.7,491.6,2.602,97.9409,86.83,87.44,101.1,13.98,3.35,0,38.0,False,asynchrone,118.42999999999999
FIN-00758,2026-04-28 21:30,AWS,API Payment,prod,eu-west-1,20978.0,800.8,154.8,2.01,98.3847,79.12,24.02,55.31,34.84,20.75,0,75.7,False,synchrone,110.9
FIN-00759,2026-05-03 21:45,Azure,Risk Engine,staging,westeurope,18662.0,675.7,880.0,4.867,96.8027,51.76,27.79,115.06,15.07,12.04,0,39.0,False,streaming,142.17
FIN-00760,2026-03-18 18:30,AWS,Auth Service,staging,francecentral,87499.0,204.0,257.0,0.383,99.7126,71.6,39.59,136.4,15.14,12.64,0,15.1,True,batch,164.18
FIN-00761,2026-01-23 19:00,GCP,Kafka Events,prod,francecentral,72231.0,365.4,408.6,,98.112,63.35,59.84,164.43,28.66,16.94,0,101.3,False,streaming,210.03
FIN-00762,2026-01-04 15:45,Azure,Reconciliation Job,prod,westeurope,80927.0,75.0,50.0,2.866,98.891,58.34,26.19,132.79,25.84,34.57,1,9.1,False,asynchrone,193.2
FIN-00763,2026-04-17 21:00,Private Cloud,Ledger Service,prod,eu-west-1,27036.0,183.3,610.3,1.064,97.1974,25.34,39.45,42.0,17.49,6.77,0,16.1,False,batch,66.25999999999999
FIN-00764,2026-01-23 12:15,AWS,Reconciliation Job,prod,westeurope,21927.0,318.5,309.6,2.05,98.7731,64.84,21.2,110.6,12.1,16.22,0,103.3,False,batch,138.92
FIN-00765,2026-06-25 10:00,AWS,Notification Worker,staging,westeurope,48259.0,244.0,309.7,0.378,97.3232,59.91,60.48,132.76,25.31,8.97,0,40.2,False,batch,167.04
FIN-00766,2026-06-09 10:15,Azure,API Payment,staging,eu-central-1,28157.0,93.6,142.9,0.636,98.2204,81.51,81.4,79.41,5.69,0.69,1,56.2,False,asynchrone,85.78999999999999
FIN-00767,2026-05-15 16:45,Private Cloud,Ledger Service,staging,westeurope,53247.0,73.0,330.9,3.301,97.9489,22.48,51.42,,36.51,7.79,0,45.4,False,synchrone,136.32
